 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 400.0 30.3   1909:30 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.0 30.3   1909:42 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.7 30.3   1909:54 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 400.0 30.3   1910:06 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.0 30.3   1910:18 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.3 30.3   1910:30 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 400.0 30.3   1910:43 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.0 30.3   1910:55 python
 4945 guohuaj+  20   0 31.709g 0.030t  41184 R 239.9 30.9   1911:02 python
 4945 guohuaj+  20   0 31.709g 0.030t  41184 R 139.7 30.9   1911:06 python
 4945 guohuaj+  20   0 31.709g 0.030t  41184 R  99.7 30.9   1911:09 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 100.0 30.3   1911:12 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 100.0 30.3   1911:15 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 100.0 30.3   1911:18 python
 4945 guohuaj+  20   0 30.117g 0.029t  41184 R 321.9 29.7   1911:28 python
 4945 guohuaj+  20   0 30.117g 0.029t  41184 R 251.3 29.7   1911:35 python
 4945 guohuaj+  20   0 30.117g 0.029t  41184 R 391.4 29.7   1911:47 python
 4945 guohuaj+  20   0 31.617g 0.030t  41184 R 286.0 30.7   1911:56 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 388.7 30.3   1912:07 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.7 30.3   1912:19 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.3 30.3   1912:31 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 400.0 30.3   1912:43 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.0 30.3   1912:55 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 399.3 30.3   1913:07 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 400.0 30.3   1913:19 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 398.7 30.3   1913:31 python
 4945 guohuaj+  20   0 31.709g 0.030t  41184 R 228.6 30.9   1913:38 python
 4945 guohuaj+  20   0 31.709g 0.030t  41184 R 132.0 30.9   1913:42 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R  99.7 30.3   1913:45 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 100.0 30.3   1913:48 python
 4945 guohuaj+  20   0 31.117g 0.029t  41184 R 100.0 30.3   1913:51 python
